task,frame,arm,plan_index,plan_stage,provider,track_handle,field_kind,field_group,acquisition_origin,context_scope,reason,ref
g5526_alternating,5526,alternating,2,2,no_fusion,24,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":24}"
g5526_alternating,5526,alternating,2,2,no_fusion,24,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":24}"
g5526_alternating,5526,alternating,2,2,no_fusion,23,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":23}"
g5526_alternating,5526,alternating,2,2,no_fusion,23,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":23}"
g5526_alternating,5526,alternating,2,2,no_fusion,18,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":18}"
g5526_alternating,5526,alternating,2,2,no_fusion,18,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":18}"
g5526_alternating,5526,alternating,2,2,no_fusion,17,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":17}"
g5526_alternating,5526,alternating,2,2,no_fusion,17,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":17}"
g5526_alternating,5526,alternating,2,2,no_fusion,16,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":16}"
g5526_alternating,5526,alternating,2,2,no_fusion,16,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":16}"
g5526_alternating,5526,alternating,2,2,no_fusion,12,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":12}"
g5526_alternating,5526,alternating,2,2,no_fusion,12,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":12}"
g5526_alternating,5526,alternating,2,2,no_fusion,11,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":11}"
g5526_alternating,5526,alternating,2,2,no_fusion,11,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":11}"
g5526_alternating,5526,alternating,2,2,no_fusion,9,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":9}"
g5526_alternating,5526,alternating,2,2,no_fusion,9,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":9}"
g5526_alternating,5526,alternating,2,2,no_fusion,8,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":8}"
g5526_alternating,5526,alternating,2,2,no_fusion,8,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":8}"
g5526_alternating,5526,alternating,2,2,no_fusion,7,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":7}"
g5526_alternating,5526,alternating,2,2,no_fusion,7,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":7}"
g5526_alternating,5526,alternating,2,2,no_fusion,6,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}"
g5526_alternating,5526,alternating,2,2,no_fusion,6,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}"
g5526_alternating,5526,alternating,2,2,no_fusion,5,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":5}"
g5526_alternating,5526,alternating,2,2,no_fusion,5,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":5}"
g5526_alternating,5526,alternating,2,2,no_fusion,4,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}"
g5526_alternating,5526,alternating,2,2,no_fusion,4,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}"
g5526_alternating,5526,alternating,2,2,no_fusion,3,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":3}"
g5526_alternating,5526,alternating,2,2,no_fusion,3,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":3}"
g5526_alternating,5526,alternating,2,2,no_fusion,2,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":2}"
g5526_alternating,5526,alternating,2,2,no_fusion,2,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":2}"
g5526_alternating,5526,alternating,2,2,no_fusion,1,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":1}"
g5526_alternating,5526,alternating,2,2,no_fusion,1,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":1}"
g5526_alternating,5526,alternating,2,2,no_fusion,0,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}"
g5526_alternating,5526,alternating,2,2,no_fusion,0,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,0,anchor,anchor,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,0,history,history,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,3,anchor,anchor,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":3}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,3,forecast,provider_full_forecast,remote,provider_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":3}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,4,anchor,anchor,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,4,history,history,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,6,anchor,anchor,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,6,forecast,provider_full_forecast,remote,provider_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,6,history,history,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,8,anchor,anchor,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":8}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,8,forecast,provider_full_forecast,remote,provider_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":8}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,20,history,history,remote,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":20}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,0,forecast,receiver_subset_forecast,receiver_derived,receiver_acquired_subset,context_budget,"{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.4.6.20""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,4,forecast,receiver_subset_forecast,receiver_derived,receiver_acquired_subset,context_budget,"{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.4.6.20""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}"
g5526_alternating,5526,alternating,2,2,no_fusion_cav1,6,forecast,receiver_subset_forecast,receiver_derived,receiver_acquired_subset,context_budget,"{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.4.6.20""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,28,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":28}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,28,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":28}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,24,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":24}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,24,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":24}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,23,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":23}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,23,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":23}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,18,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":18}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,18,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":18}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,17,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":17}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,17,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":17}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,16,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":16}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,16,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":16}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,12,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":12}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,12,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":12}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,11,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":11}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,11,forecast,forecast,local,ego_full_at_t,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":11}"
g5526_one_shot,5526,one_shot,0,0,no_fusion,9,anchor,anchor,local,,context_budget,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":9}"
